sample_id,method,baseline_correct,corrected_correct,flip_to_correct,intervened,used_fallback,flip_to_wrong,image_id,question,ground_truth,question_type_structural,question_type_semantic
19225232,E12b,1,1,0,0,0,0,2342134,Are there any fences or helmets?,no,logical,obj
10259915,E12b,0,1,1,1,0,0,2368742,Does the sidewalk seem to be red and dirty?,no,logical,attr
13515619,E12b,1,0,0,1,0,1,2397987,What kind of furniture is to the left of the rug?,ottoman,query,rel
17560215,E12b,0,0,0,0,0,0,2359451,Who wears shoes?,man,query,rel
1972311,E12b,1,1,0,1,0,0,2387777,Is this a lamb or a cow?,lamb,choose,cat
12741575,E12b,1,1,0,1,0,0,2378292,Are there any salt shakers or batteries?,no,logical,obj
11193931,E12b,1,1,0,0,0,0,2401803,Are the remote and the floor made of the same material?,no,compare,attr
17949859,E12b,1,1,0,0,0,0,2362562,Is there any lettuce to the right of the carrot in the center of the image?,yes,verify,rel
14669854,E12b,1,1,0,1,0,0,2337103,Are there controllers or beds?,no,logical,obj
133485,E12b,1,1,0,1,0,0,2409219,Are there any chairs to the right of the young child?,no,verify,rel
19954280,E12b,1,1,0,0,0,0,2406002,What vegetables are on the plate?,tomatoes,query,rel
18229012,E12b,0,1,1,1,0,0,2402333,What is located on top of the white table?,lamp,query,rel
17459063,E12b,1,0,0,1,0,1,2413541,Which place is it?,airport,query,global
13136918,E12b,1,1,0,1,0,0,2406090,Is the sky both blue and overcast?,no,logical,attr
17853007,E12b,1,1,0,0,0,0,2337616,Is there any horse or sheep that is not gray?,no,logical,obj
10403875,E12b,1,1,0,0,0,0,2327830,On what kind of furniture is the cat?,table,query,rel
16488440,E12b,0,1,1,1,0,0,2321052,Which kind of appliance is to the left of the lamp?,air conditioner,query,rel
19494904,E12b,1,1,0,0,0,0,2365760,Are there both tables and couches in the picture?,yes,logical,obj
1864177,E12b,1,1,0,1,0,0,2322984,"In which part is the person, the top or the bottom?",bottom,choose,attr
14275115,E12b,1,1,0,0,0,0,2398835,Does the chair have a different color than the headband?,yes,compare,attr
14816347,E12b,1,1,0,0,0,0,2363629,Is there any bear in the image?,yes,verify,obj
14381909,E12b,1,1,0,0,0,0,2403590,Is the woman to the right or to the left of the glasses that are to the left of the train?,left,choose,rel
13764117,E12b,1,1,0,1,0,0,2401635,Are there any teddy bears on top of the bed?,no,verify,rel
161036696,E12b,1,1,0,0,0,0,2368963,Is the patterned curtain behind the dresser open and long?,no,logical,attr
1366354,E12b,1,1,0,1,0,0,2349328,How is the weather?,sunny,query,global
16811715,E12b,1,1,0,1,0,0,2378978,Is the sky clear or foggy?,clear,choose,attr
10882926,E12b,1,1,0,0,0,0,2385070,What do the end table and the frame have in common?,material,compare,attr
14124503,E12b,1,1,0,1,0,0,1592427,Are there either trains or trailers in this scene?,no,logical,obj
11298977,E12b,1,1,0,1,0,0,2341585,Is the woman in front of the people using a computer?,no,verify,rel
15242425,E12b,0,1,1,1,0,0,2387376,Of which color is the sky?,dark,query,attr
12171112,E12b,1,1,0,1,0,0,2367977,"What is this, an oven or a dishwasher?",dishwasher,choose,cat
131059645,E12b,1,1,0,1,0,0,2399053,What is the man on?,bench,query,rel
14524305,E12b,1,1,0,0,0,0,2407279,What is the brown bear balancing on?,log,query,rel
13430682,E12b,0,0,0,1,0,0,2413411,Do you see onions in this photograph?,no,verify,obj
11139796,E12b,1,1,0,0,0,0,2344439,Is the bicycle to the right or to the left of the person that looks blonde?,right,choose,rel
141036087,E12b,1,1,0,1,0,0,2392869,What is the person holding?,surfboard,query,rel
171034612,E12b,0,1,1,1,0,0,2344782,Are there tablecloths or bowls?,no,logical,obj
11119089,E12b,1,1,0,1,0,0,2404154,Is the sauce on top of a pizza slice?,yes,verify,rel
17667821,E12b,0,0,0,1,0,0,2393949,Who is holding the device that looks gray and silver?,girl,query,rel
1573911,E12b,1,1,0,1,0,0,2384811,Does the man's hair appear to be black or light brown?,black,choose,attr
10587792,E12b,1,1,0,0,0,0,2335112,What is the bottle on?,counter,query,rel
13363918,E12b,1,0,0,1,0,1,2337535,Are there both steam and smoke?,yes,logical,obj
11354848,E12b,0,1,1,1,0,0,2382462,Does the jacket have brown color?,yes,verify,attr
11385575,E12b,1,1,0,1,0,0,2326388,What animal is this child on?,horse,query,rel
16742353,E12b,1,1,0,0,0,0,2378984,Are there both chairs and windows in the image?,no,logical,obj
15425887,E12b,1,1,0,0,0,0,2363931,Which side of the photo is the kid on?,left,query,attr
10660951,E12b,1,1,0,1,0,0,2366958,Do you see white plates or mugs?,no,logical,obj
15586374,E12b,1,0,0,1,0,1,2352617,What is located on top of the bed?,pillow,query,rel
13425365,E12b,1,1,0,0,0,0,2412682,On which side is the bicycle?,right,query,attr
13226655,E12b,0,0,0,1,0,0,2367978,On which side of the image is the yellow vegetable?,left,query,attr
19693907,E12b,0,0,0,0,0,0,2382366,What's the man holding?,fish,query,rel
10611191,E12b,1,1,0,0,0,0,2368747,Is it outdoors?,yes,verify,global
1645076,E12b,1,0,0,1,0,1,2387991,Are there any blankets?,yes,verify,obj
15978167,E12b,0,0,0,1,0,0,2365868,What's the porch made of?,brick,query,attr
13497067,E12b,0,0,0,0,0,0,2378836,What is the pepper shaker that is to the left of the mug made of?,plastic,query,attr
18782434,E12b,0,0,0,0,0,0,2356933,What do the mug and the tablecloth have in common?,color,compare,attr
11524226,E12b,1,1,0,0,0,0,2415972,Are there either juice boxes or toothbrushes in the scene?,no,logical,obj
12772816,E12b,0,0,0,0,0,0,2342151,What is the appliance in the kitchen?,refrigerator,query,rel
16661127,E12b,1,1,0,1,0,0,2336505,Is the door tan or is it maroon?,maroon,choose,attr
10742293,E12b,1,1,0,1,0,0,2369432,On which side of the picture is the boat?,right,query,attr
14202781,E12b,1,1,0,0,0,0,2345598,What is the piece of clothing that is black called?,jacket,query,cat
1886024,E12b,1,1,0,1,0,0,2410380,Do you see any grass there that is brown?,yes,verify,obj
181000995,E12b,1,1,0,0,0,0,4633,What item of furniture is to the right of the fruit?,chair,query,rel
1167999,E12b,0,1,1,1,0,0,1575,Which place is it?,river,query,global
16350496,E12b,1,1,0,0,0,0,2365644,What clothing item is long sleeved?,jacket,query,cat
18484260,E12b,1,1,0,0,0,0,2404247,Is there either a triangular pizza or sandwich in this photo?,no,logical,obj
16535089,E12b,1,1,0,1,0,0,2407870,Does the motorbike on the road look black?,no,verify,attr
14389529,E12b,1,1,0,0,0,0,2410973,Are there either curtains or towels that are white?,yes,logical,obj
13726900,E12b,0,0,0,0,0,0,2375648,Are there either cabinets or towels in this scene?,yes,logical,obj
19992444,E12b,1,1,0,0,0,0,2376382,Are there any clocks to the right of the jar that is to the right of the box?,yes,verify,rel
11908666,E12b,0,0,0,0,0,0,2357279,What color is the towel on the right side of the photo?,brown,query,attr
10123004,E12b,1,1,0,0,0,0,2332332,"In which part is the flag, the top or the bottom?",top,choose,attr
14144547,E12b,0,0,0,1,0,0,2324283,What kind of vehicle is it?,car,query,cat
19501031,E12b,1,1,0,1,0,0,2394408,Are there both a door and window in the image?,no,logical,obj
17746156,E12b,1,1,0,0,0,0,2368062,What color is the shirt that the boy is in?,white,query,attr
11196211,E12b,0,0,0,0,0,0,2399024,What are the men to the left of the horse wearing?,cowboy hat,query,rel
15641002,E12b,1,1,0,1,0,0,2334745,Is there food to the right of the food that is lying on top of the plate?,yes,verify,rel
10230544,E12b,1,1,0,1,0,0,2416765,Do you see both a door and a window?,yes,logical,obj
11499909,E12b,1,1,0,0,0,0,2333498,Do you see both cars and umbrellas there?,yes,logical,obj
13368717,E12b,1,1,0,0,0,0,2411178,Is the poster above the books?,yes,verify,rel
12565565,E12b,1,1,0,1,0,0,2378833,Are there boats in the image?,no,verify,obj
19695032,E12b,0,0,0,1,0,0,2343965,Which place is it?,lake,query,global
13773559,E12b,1,1,0,0,0,0,2397981,Do you see cars or clocks there?,yes,logical,obj
10599873,E12b,1,0,0,1,0,1,2385133,How is the vehicle that is parked by the sidewalk called?,bus,query,rel
11183569,E12b,1,1,0,0,0,0,2365049,What is the purse on?,bench,query,rel
11985230,E12b,1,1,0,1,0,0,2386099,What is on the table?,glass,query,rel
11611800,E12b,0,0,0,1,0,0,2372163,What is the table in front of?,clock,query,rel
17387034,E12b,0,1,1,1,0,0,2357841,What kind of sign is on the post?,street sign,query,rel
15135493,E12b,1,1,0,1,0,0,2410392,What does the man read?,paper,query,rel
17726909,E12b,1,1,0,0,0,0,2349045,Is the man to the right or to the left of the people that are wearing glasses?,left,choose,rel
15776149,E12b,1,1,0,1,0,0,2319436,What color is the fruit to the left of the bowl?,yellow,query,attr
18437330,E12b,0,0,0,1,0,0,2380135,What is sitting in the bowl?,sauce,query,rel
101047999,E12b,1,1,0,0,0,0,2329006,Are there chairs to the right of the blanket in the top of the photo?,no,verify,rel
18100369,E12b,1,1,0,0,0,0,2395206,Are there bells or helmets in the scene?,no,logical,obj
12974671,E12b,1,1,0,1,0,0,2404130,What is on the table?,tray,query,rel
13273642,E12b,1,1,0,1,0,0,2347438,What kind of furniture is above the trunk?,bed,query,rel
11211902,E12b,0,0,0,0,0,0,2394152,Is the salad to the left or to the right of the food on the plate?,right,choose,rel
111030897,E12b,1,1,0,0,0,0,2400651,Which side of the image is the boy on?,left,query,attr
15794361,E12b,1,1,0,0,0,0,2366610,Does the shirt have white color?,yes,verify,attr
161071057,E12b,1,1,0,1,0,0,2376032,Do you see dogs in the photo?,no,verify,obj
19110577,E12b,1,1,0,1,0,0,2376766,What is the man on?,bench,query,rel
1564748,E12b,1,1,0,0,0,0,2331126,Does the bowl to the right of the surfboard have black color and small size?,yes,logical,attr
10630915,E12b,0,0,0,0,0,0,2406643,Who is wearing a helmet?,skateboarder,query,rel
19379027,E12b,1,1,0,1,0,0,2399484,Is there any food or wine that is white?,yes,logical,obj
14770772,E12b,1,1,0,0,0,0,2348905,What color does the beard have?,gray,query,attr
11705481,E12b,0,1,1,1,0,0,2344018,What's the bottle made of?,plastic,query,attr
14384714,E12b,0,0,0,1,0,0,2389376,What is the umpire wearing?,hat,query,rel
12456426,E12b,1,0,0,1,0,1,2318983,On which side of the image is the surfboard?,left,query,attr
19818113,E12b,1,0,0,1,0,1,2388404,Is there a train or a window in this image?,yes,logical,obj
13930214,E12b,1,0,0,1,0,1,2400117,Is the woman wearing jeans?,yes,verify,rel
161063494,E12b,0,1,1,1,0,0,2410862,What animal rides the animal to the left of the wine?,frog,query,rel
17773211,E12b,0,1,1,1,0,0,2320507,"What color is the animal's tail, white or black?",white,choose,attr
12140937,E12b,0,0,0,0,0,0,2359333,What are the headphones on?,sofa,query,rel
10857773,E12b,1,1,0,1,0,0,2360862,Are there both berries and peaches in the image?,no,logical,obj
14740694,E12b,0,0,0,0,0,0,2365515,Which item of furniture is made of leather?,couch,query,cat
12165541,E12b,0,1,1,1,0,0,2398481,Where are the scissors?,floor,query,rel
12241557,E12b,0,0,0,1,0,0,2368239,"On which side of the image is the teddy bear, the left or the right?",right,choose,attr
101001520,E12b,1,1,0,0,0,0,2339853,What is the vegetable to the left of the olives that look black?,broccoli,query,rel
17250321,E12b,1,1,0,0,0,0,2411357,What appliance is on?,oven,query,cat
12741461,E12b,0,0,0,0,0,0,2378292,Which color is the balloon that is to the right of the other balloon?,pink,query,attr
18348364,E12b,0,0,0,1,0,0,2339244,What is the piece of furniture to the left of the coffee table the tray is on top of?,sofa,query,rel
17528428,E12b,0,0,0,1,0,0,2410790,Does the chair on the side walk look pink and plastic?,no,logical,attr
16529302,E12b,1,1,0,1,0,0,2414784,Is the tub the same color as the cat?,no,compare,attr
11493619,E12b,0,0,0,0,0,0,2363920,Is the vehicle tan and large?,no,logical,attr
1697991,E12b,1,1,0,1,0,0,2366066,Are there any skiers to the left of the people that are skiing?,no,verify,rel
19910432,E12b,1,0,0,1,0,1,2318963,What food is to the right of the woman?,pasta,query,rel
1370125,E12b,1,1,0,1,0,0,2342793,What is located on top of the cabinet by the desk?,printer,query,rel
16464458,E12b,0,0,0,1,0,0,2386341,What is the black item of furniture called?,shelf,query,cat
1796765,E12b,1,1,0,0,0,0,2393919,Do you see any maroon ties?,yes,verify,obj
13628221,E12b,0,0,0,1,0,0,2342004,Who is in front of the wall?,man,query,rel
19326711,E12b,1,1,0,0,0,0,2341622,What kind of animal is large?,bird,query,cat
14974783,E12b,1,1,0,1,0,0,2338671,Is the orange to the right of an apple?,no,verify,rel
18655716,E12b,0,0,0,1,0,0,2328701,What color does the backpack on the right have?,green,query,attr
17206229,E12b,1,1,0,0,0,0,2413307,Is the girl that is not sad wearing boots?,no,verify,rel
17362266,E12b,1,0,0,1,0,1,2322487,Is the field covered with weeds?,yes,verify,rel
16844708,E12b,0,0,0,0,0,0,2405085,What is the fence in front of?,pole,query,rel
14445965,E12b,0,0,0,0,0,0,2386698,Is the bowl to the left or to the right of the mug?,right,choose,rel
11546518,E12b,0,0,0,1,0,0,2380112,What is on the vehicle that is in the snow?,ladder,query,rel
13629300,E12b,1,1,0,1,0,0,2324171,What is the seat on?,bench,query,rel
13663536,E12b,1,1,0,1,0,0,2333016,Which kind of furniture is the keyboard on?,desk,query,rel
18671112,E12b,0,0,0,0,0,0,2405414,What's located on top of the man?,jacket,query,rel
18492629,E12b,1,1,0,0,0,0,2371601,Who is in front of the dark trees?,man,query,rel
14279279,E12b,1,1,0,0,0,0,2321894,What's the pipe on?,motorcycle,query,rel
15340115,E12b,0,0,0,1,0,0,2325932,Who is wearing a jacket?,woman,query,rel
19904701,E12b,0,1,1,1,0,0,2368905,On which side is the chair?,left,query,attr
13515501,E12b,1,1,0,1,0,0,2397987,Is the large device on the left?,yes,verify,attr
1979414,E12b,1,1,0,0,0,0,2376384,Do you see both mirrors and towels?,yes,logical,obj
11214457,E12b,1,1,0,0,0,0,2412272,On which side of the picture is the woman?,right,query,attr
15427529,E12b,1,1,0,1,0,0,2363939,Is this pillow on a bed?,no,verify,rel
1173487,E12b,0,0,0,1,0,0,2354443,Where is that tree?,beach,query,rel
10338521,E12b,0,1,1,1,0,0,2344193,What is in front of the horse?,gate,query,rel
19757872,E12b,1,1,0,1,0,0,2385218,Is the person to the left of the woman carrying an umbrella?,no,verify,rel
16710724,E12b,1,1,0,0,0,0,1074,What is the bike in front of?,steps,query,rel
15225219,E12b,1,1,0,0,0,0,2330610,Is the woman wearing a skirt?,no,verify,rel
19358398,E12b,1,1,0,1,0,0,1159380,Is the lamp on the left side?,yes,verify,attr
13339719,E12b,1,1,0,0,0,0,2356833,Does the person that is to the right of the console appear to be driving or playing?,playing,choose,attr
12639700,E12b,1,1,0,1,0,0,2323162,How large are the towers?,large,query,attr
16275129,E12b,0,0,0,1,0,0,2380483,Do you see any speaker there?,yes,verify,obj
17297249,E12b,0,1,1,1,0,0,2398522,What is in front of the bushes?,bench,query,rel
13178406,E12b,0,1,1,1,0,0,2370684,What kind of sign do you think is above the snow on the ground?,street sign,query,rel
1925086,E12b,1,1,0,1,0,0,2366862,Does the animal next to the bath tub look large?,no,verify,attr
18920464,E12b,1,1,0,1,0,0,2415396,Are the pear to the left of the bowl and the banana to the left of the bowl both tiny?,yes,logical,obj
11207448,E12b,0,0,0,1,0,0,2316747,What kind of furniture is the monitor on?,shelf,query,rel
1942684,E12b,1,1,0,0,0,0,2371012,Do the bull and the sky have a different colors?,yes,compare,attr
11311050,E12b,1,1,0,0,0,0,713230,Is there a bench or a star that is brown?,yes,logical,obj
19773949,E12b,1,1,0,0,0,0,2372613,Which kind of vegetable is to the right of the spinach?,carrot,query,rel
18583209,E12b,0,0,0,0,0,0,2362883,Who is wearing jeans?,man,query,rel
13357495,E12b,0,0,0,0,0,0,2403546,Who is holding the bat?,girl,query,rel
11589201,E12b,1,1,0,1,0,0,2329846,On which side of the picture is the blue bag?,left,query,attr
10926949,E12b,0,0,0,1,0,0,2365501,What is the fruit that is to the right of the pink candle?,grape,query,rel
13502157,E12b,0,0,0,0,0,0,2405230,What clothing item is long?,jacket,query,cat
18704247,E12b,0,1,1,1,0,0,498197,What is the animal that is to the left of the monitor?,bear,query,rel
18997484,E12b,1,0,0,1,0,1,2317262,Is the brown fence in front of the animal that is not short?,no,verify,rel
10561393,E12b,0,0,0,0,0,0,2354914,Is the bag to the right or to the left of the person who is holding the umbrella?,right,choose,rel
19737324,E12b,0,0,0,0,0,0,2386651,What's the bag on?,coffee table,query,rel
161020577,E12b,0,0,0,1,0,0,2386644,What kind of aircraft is flying?,airplane,query,cat
14796793,E12b,0,0,0,0,0,0,2409083,Is the knife to the right of a bread?,yes,verify,rel
18230133,E12b,0,0,0,0,0,0,2402334,Which color is the shirt that the person is wearing?,red,query,attr
13908048,E12b,0,0,0,1,0,0,2371222,Which side of the picture are the glasses on?,left,query,attr
10737505,E12b,0,0,0,0,0,0,2388975,Which kind of vegetable is on the sandwich?,avocado,query,rel
14996062,E12b,1,1,0,1,0,0,2353347,Are there both motorcycles and helmets in the picture?,no,logical,obj
12745124,E12b,1,1,0,1,0,0,2399842,Is it an indoors or outdoors scene?,indoors,choose,global
12334288,E12b,0,0,0,0,0,0,2320242,What device is to the left of the cabinet?,controller,query,rel
16351287,E12b,1,1,0,1,0,0,2369489,Is the television on a dresser?,no,verify,rel
11411531,E12b,0,0,0,1,0,0,2374220,Does the device to the right of the umbrella look black?,no,verify,attr
1583422,E12b,0,0,0,1,0,0,2336635,Where is the woman standing?,hallway,query,rel
1260165,E12b,0,1,1,1,0,0,2354042,Are there any remote controls in this image?,yes,verify,obj
10767860,E12b,1,1,0,1,0,0,2412014,Is it an indoors scene?,yes,verify,global
121037827,E12b,1,1,0,1,0,0,2366017,What animal is to the right of the dog?,sheep,query,rel
1693927,E12b,1,1,0,1,0,0,2360374,What's the remote control on?,desk,query,rel
16448765,E12b,1,1,0,0,0,0,2345013,Is the man to the right or to the left of the chair on the left?,right,choose,rel
10970525,E12b,1,1,0,1,0,0,2347454,What's in the sink?,ball,query,rel
18368230,E12b,1,1,0,1,0,0,2388030,What is the color of the arrow on the street sign?,white,query,attr
18546918,E12b,0,0,0,1,0,0,2366467,What is the shape of the plate on the right?,octagonal,query,attr
1928517,E12b,1,1,0,1,0,0,2365742,Are there either any refrigerators or bags that are red?,yes,logical,obj
1335954,E12b,1,1,0,0,0,0,2329033,Is the man to the left or to the right of the people in the middle of the picture?,right,choose,rel
13539044,E12b,1,1,0,1,0,0,1159827,"What material is the floor, hardwood or stone?",hardwood,choose,attr
15729910,E12b,1,1,0,1,0,0,4120,Is the bridge brown or green?,brown,choose,attr
18961291,E12b,0,0,0,1,0,0,2390742,What color do you think the adult sheep that is eating grass is?,black,query,attr
16791638,E12b,1,1,0,1,0,0,2359040,Is the tap on the right side?,no,verify,attr
1887740,E12b,0,0,0,1,0,0,2414496,What place is shown?,pavement,query,global
12774477,E12b,1,1,0,1,0,0,2342152,What animal is in front of the trees on the right side?,giraffe,query,rel
18107049,E12b,1,1,0,0,0,0,2411038,Is the brown chair to the left or to the right of the ottoman that looks black?,left,choose,rel
18470134,E12b,0,1,1,1,0,0,2389268,What is the name of the food to the left of the tomato that is underneath the pickles?,hamburger,query,rel
11207726,E12b,0,0,0,1,0,0,2316747,Is the computer to the left of a dresser?,yes,verify,rel
11366797,E12b,1,1,0,1,0,0,2406331,What is that woman doing?,riding,query,attr
10980191,E12b,0,0,0,0,0,0,2345081,What do you think is in the pot?,tree,query,rel
12582202,E12b,1,1,0,1,0,0,2353890,Is the wood cabinet to the right or to the left of the couch in the image?,right,choose,rel
12246928,E12b,0,0,0,0,0,0,2375184,What's the cat on?,rug,query,rel
15880558,E12b,0,0,0,1,0,0,2356643,How clean are the windows on the side of the train?,tinted,query,attr
131009649,E12b,1,1,0,0,0,0,2326436,"Which is less healthy, the cookies or the tomato?",cookies,compare,attr
19743171,E12b,1,1,0,0,0,0,1592305,Do you see any cones on the road the man is crossing?,no,verify,rel
12105812,E12b,0,1,1,1,0,0,1159745,What is the bat made of?,metal,query,attr
14470764,E12b,0,0,0,1,0,0,713118,Who is wearing the tie?,guy,query,rel
11804543,E12b,0,1,1,1,0,0,2392752,What color is the ball?,white,query,attr
18983693,E12b,0,0,0,0,0,0,2357784,What is on the statue?,jacket,query,rel
11327974,E12b,0,0,0,1,0,0,2350666,Which sign is white?,street sign,query,cat
15127182,E12b,0,1,1,1,0,0,2390938,What fruits are to the left of the strawberry on the plate?,cherries,query,rel
12640880,E12b,1,1,0,0,0,0,2358626,Does he wear a cap?,yes,verify,rel
17560384,E12b,1,1,0,1,0,0,2359451,Is the train to the right or to the left of the bag the man is carrying?,right,choose,rel
16167582,E12b,1,1,0,1,0,0,2320104,On which side is the man?,left,query,attr
101008884,E12b,1,1,0,0,0,0,2373429,Are there bikes or brooms?,no,logical,obj
11925963,E12b,1,1,0,1,0,0,2318297,What color does the uniform have?,red,query,attr
15519571,E12b,0,0,0,1,0,0,2400406,Who is in the sky?,man,query,rel
15785278,E12b,0,0,0,0,0,0,2379924,Who do you think is in front of the person that wears glasses?,child,query,rel
10110879,E12b,0,0,0,0,0,0,2389829,What is the man that is standing doing?,skateboarding,query,attr
191038862,E12b,1,1,0,0,0,0,2367639,Is the plant in a vase?,no,verify,rel
10281484,E12b,1,1,0,1,0,0,2358727,Do you see any checkered tablecloths or tables?,yes,logical,obj
17456829,E12b,1,1,0,1,0,0,2369861,Is this rug brown or blue?,blue,choose,attr
13517306,E12b,1,1,0,1,0,0,2408450,What place was the photo taken at?,station,query,global
13275255,E12b,0,0,0,1,0,0,2345745,What is on the plate that is to the left of the beverage?,knife,query,rel
16540407,E12b,0,0,0,1,0,0,2411094,Are there both towels and mirrors in the picture?,no,logical,obj
123230,E12b,1,1,0,1,0,0,2410046,Is the ground white or black?,white,choose,attr
15705216,E12b,0,1,1,1,0,0,2345287,Which side is the shelf on?,left,query,attr
13294481,E12b,1,1,0,1,0,0,2338299,Which kind of animal is it?,elephant,query,cat
19831270,E12b,1,1,0,0,0,0,2412358,What is the man in the crowd wearing?,hat,query,rel
14904180,E12b,1,1,0,1,0,0,2342525,Is it outdoors?,yes,verify,global
17797182,E12b,1,1,0,1,0,0,2345193,What color is the shirt the woman is wearing?,red,query,attr
19929863,E12b,0,0,0,0,0,0,2397231,What is the bench in front of?,tree,query,rel
16409146,E12b,1,0,0,1,0,1,2397884,Is the train white?,yes,verify,attr
13831517,E12b,1,1,0,1,0,0,2362843,Does the roof have the same color as the post?,no,compare,attr
17569381,E12b,0,1,1,1,0,0,2409707,Are the napkins to the right of the person on the left side?,yes,verify,rel
19900274,E12b,1,1,0,1,0,0,2316836,Is there any laptop on the table?,no,verify,rel
19284369,E12b,1,1,0,1,0,0,2341763,Do you see both a door and a window?,yes,logical,obj
11595526,E12b,1,1,0,0,0,0,2407603,What's the trash can made of?,metal,query,attr
13387365,E12b,1,0,0,1,0,1,2323659,Who is wearing the socks?,child,query,rel
10611152,E12b,0,0,0,1,0,0,1159729,What kind of appliance is to the left of the blender in the center?,coffee maker,query,rel
19388759,E12b,0,0,0,1,0,0,2325119,What is in the container?,cabbage,query,rel
196941,E12b,1,1,0,0,0,0,2356670,What's the fence made of?,wood,query,attr
18445197,E12b,1,1,0,1,0,0,2333821,What is hanging on the brick wall?,flag,query,rel
162519,E12b,0,0,0,1,0,0,2399406,"What animal are the trees behind of, an elephant or a horse?",horse,choose,rel
1638555,E12b,1,1,0,1,0,0,2385819,Was paper used to make the cup to the left of the plate?,no,verify,attr
18495742,E12b,0,0,0,1,0,0,2367541,Is there either a truck or a mirror in the picture?,no,logical,obj
121035917,E12b,1,1,0,1,0,0,2366019,Is he reaching for a ball?,no,verify,rel
15569187,E12b,1,1,0,1,0,0,2369303,What animal is resting on the counter?,cat,query,rel
161055690,E12b,1,1,0,1,0,0,2381697,Is the office chair in the top part?,yes,verify,attr
19722362,E12b,1,0,0,1,0,1,2409991,Does the gray rug look rectangular?,no,verify,attr
16270020,E12b,1,1,0,0,0,0,2407148,Is the woman to the left or to the right of the picture on the wall?,right,choose,rel
17319928,E12b,0,0,0,1,0,0,2338989,What is on the green sign?,flag,query,rel
14333836,E12b,1,1,0,1,0,0,2392431,Are the trees behind the rock brown and dry?,no,logical,attr
10416960,E12b,0,1,1,1,0,0,2384448,What is the appliance to the left of the table called?,heater,query,rel
1872725,E12b,0,0,0,0,0,0,2315718,Who is wearing a shoe?,man,query,rel
14823603,E12b,0,0,0,1,0,0,2415340,Who is wearing the clothes?,officers,query,rel
17380615,E12b,1,1,0,0,0,0,2413638,What is the fruit to the left of the food that is in the middle of the image?,banana,query,rel
1683024,E12b,0,0,0,0,0,0,2370783,On which side of the picture is the car?,left,query,attr
19517906,E12b,1,1,0,0,0,0,2376529,What animal is wearing a vest?,dog,query,rel
18418493,E12b,1,1,0,0,0,0,2357178,Are there any jets near the metal fence?,yes,verify,rel
10662285,E12b,1,1,0,1,1,0,2316905,Is there a woman in the photograph?,no,verify,obj
19388822,E12b,1,1,0,1,0,0,2325119,Which kind of food is to the left of the plate?,soup,query,rel
12262425,E12b,1,1,0,0,0,0,2351509,What animal is in front of the shelter?,horse,query,rel
19738608,E12b,1,1,0,0,0,0,2403712,Is the officer on the motorcycle wearing a shirt?,yes,verify,rel
16642960,E12b,1,1,0,1,0,0,2361351,Does the sky look blue and cloudy?,no,logical,attr
19904735,E12b,0,1,1,1,0,0,2368905,What is in front of the tent?,gate,query,rel
13451111,E12b,1,1,0,0,0,0,2410753,What is the monitor larger than?,laptop,query,rel
12401491,E12b,1,1,0,1,0,0,2391642,Is the bottle to the left or to the right of the large bowl?,left,choose,rel
14541042,E12b,1,1,0,1,0,0,2392572,Is it an indoors or outdoors scene?,indoors,choose,global
10981648,E12b,1,1,0,0,0,0,2390101,Is the player to the left of a racket?,no,verify,rel
141036559,E12b,1,0,0,1,0,1,2392868,Are there umbrellas or bags?,yes,logical,obj
101013199,E12b,0,0,0,0,0,0,2374319,Are there both pepperoni and cheese in the photograph?,yes,logical,obj
13127407,E12b,0,0,0,0,0,0,2403783,Is the woman to the right of a bottle?,yes,verify,rel
1323401,E12b,1,1,0,1,0,0,2396504,What kind of baked good is it?,donut,query,cat
19360948,E12b,1,1,0,0,0,0,2355370,What is the vegetable that is to the right of the curtain?,pepper,query,rel
1067170,E12b,0,1,1,1,0,0,2336295,Which place is it?,ocean,query,global
16356748,E12b,1,1,0,1,0,0,2361927,Is the calm water blue or brown?,blue,choose,attr
10690348,E12b,0,1,1,1,0,0,2322694,What is the person in front of?,plant,query,rel
14421511,E12b,0,1,1,1,0,0,2338882,Which kind of fruit is on the plate?,apples,query,rel
12880964,E12b,1,1,0,1,0,0,2390599,Is there a truck to the left of the people that are wearing helmets?,yes,verify,rel
17312211,E12b,1,1,0,0,0,0,2405349,Which kind of animal are the trees behind of?,elephant,query,rel
1638503,E12b,1,1,0,0,0,0,2385819,Is the bowl in the top part of the photo?,yes,verify,attr
12324593,E12b,1,1,0,0,0,0,2408616,Are there any fences to the right of the brown animal?,yes,verify,rel
10960213,E12b,0,0,0,0,0,0,2347450,Is the man to the right or to the left of the bag the woman is carrying?,left,choose,rel
1462225,E12b,1,1,0,1,0,0,2323323,On which side of the photo is the hydrant?,left,query,attr
1654837,E12b,0,0,0,0,0,0,2336114,Who is wearing the shoe?,player,query,rel
14682234,E12b,1,1,0,0,0,0,2405401,What kind of animal is pulling the carriage?,horses,query,rel
1525461,E12b,0,0,0,1,0,0,2363859,What is that pizza on?,tablecloth,query,rel
18297316,E12b,0,1,1,1,0,0,2398651,Do you think the hair clip is green or black?,green,choose,attr
16144685,E12b,1,1,0,1,0,0,2378976,Is the banana on the right or on the left side of the image?,right,choose,attr
18722631,E12b,1,1,0,1,0,0,2414341,Is the tie dotted or checkered?,dotted,choose,attr
