sample_id,image_id,question,ground_truth,question_type_structural,question_type_semantic,n_claims_total,claims_total_object_existence,claims_supported_object_existence,claims_contradicted_object_existence,claims_uncertain_object_existence,claims_total_attribute,claims_supported_attribute,claims_contradicted_attribute,claims_uncertain_attribute,claims_total_spatial,claims_supported_spatial,claims_contradicted_spatial,claims_uncertain_spatial,claims_total_counting,claims_supported_counting,claims_contradicted_counting,claims_uncertain_counting,claims_total_action,claims_supported_action,claims_contradicted_action,claims_uncertain_action,claims_total_text_ocr,claims_supported_text_ocr,claims_contradicted_text_ocr,claims_uncertain_text_ocr,dominant_contradicted_type,has_any_contradiction
11121262,2383270,What is on the brown table?,pen,query,rel,5,2,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
239378,2367819,Is there either any white frisbee or dog?,yes,logical,obj,5,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,none,0
6996545,2395942,Are there both pillows and cats in the image?,yes,logical,obj,5,4,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
2620383,2413347,Is the hair both dry and brown?,no,logical,attr,5,2,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
4532083,1270,Are there any women?,no,verify,obj,5,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,object_existence,1
1122141,2269,Is the van to the left of the truck black or white?,black,choose,attr,5,3,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
17696715,2362334,Does the person that is to the left of the woman appear to be sitting?,yes,verify,attr,5,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
1482147,2331015,What kind of vehicle is it?,train,query,cat,5,3,0,3,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
12774169,2342152,Are the palm trees on the right side or on the left?,right,choose,attr,5,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
4960612,2366715,Is the bicycle in the top part or in the bottom of the picture?,bottom,choose,attr,5,1,1,0,0,1,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,none,0
1775265,2346673,What is on the shelf?,books,query,rel,5,4,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
17937844,2371825,"How do the pants look, long or short?",short,choose,attr,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,none,0
7708612,2355212,What is in the vase?,umbrella,query,rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
12829148,2325810,Is there a fence or a bicycle in the picture?,yes,logical,obj,5,2,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
799534,2361911,Is the shelf in the top or in the bottom?,top,choose,attr,5,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
18814137,2359142,How tall is the grass that is inside the fence?,short,query,attr,5,1,1,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
6608092,2333527,Are there napkins or tablecloths in the image?,no,logical,obj,5,0,0,0,0,4,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
18593021,2368877,Is there a green blanket or towel?,no,logical,obj,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,none,0
15185768,2348528,Does the sky look blue and clear?,yes,logical,attr,5,3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,object_existence,1
13127798,2403783,Does the liquid of the cup have green color?,no,verify,attr,5,0,0,0,0,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,attribute,1
1683070,2370783,The shirt the boy is wearing has which color?,gray,query,attr,5,0,0,0,0,4,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
17394625,2384847,Is there a woman to the left of the tent that looks black?,no,verify,rel,5,0,0,0,0,2,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,none,0
131007732,2413087,"On which side is the man, the right or the left?",left,choose,attr,5,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,object_existence,1
5791648,2402619,What animal is looking in the small mirror?,cat,query,rel,5,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,none,0
972428,2412806,Which place is it?,airport,query,global,5,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,object_existence,1
1859645,2403462,What drink is to the left of the chair?,wine,query,rel,5,0,0,0,0,3,1,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
19880584,2359886,What is that statue in front of?,fountain,query,rel,5,2,2,0,0,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,attribute,1
13726909,2375648,Is the red towel on the left side?,yes,verify,attr,5,1,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,none,0
1398612,2398000,Who is in front of the net?,girl,query,rel,5,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,none,0
4705546,2378852,Do the stove and the pan have a different colors?,yes,compare,attr,5,2,2,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
11513139,2340391,What is the meat to the right of the girl on the left of the picture called?,pepperoni,query,rel,5,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,none,0
1529047,2378825,Are there both windows and clocks in the image?,yes,logical,obj,5,2,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
1930622,2381305,Does the device near the book appear to be closed and black?,yes,logical,attr,5,0,0,0,0,3,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
17791507,2344827,What is the person to the left of the boy wearing?,heels,query,rel,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
19954100,2406002,Are there either any parachutes or mats in the image?,no,logical,obj,5,2,2,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
15565176,2331434,Is the woman on the right side?,no,verify,attr,5,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,none,0
15239070,2328839,Is the curtain different in color than the wire?,yes,compare,attr,5,1,1,0,0,3,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
101038518,285971,Are there any small doors or windows in the image?,no,logical,obj,5,0,0,0,0,3,0,0,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,none,0
5749562,2373168,What does the girl wear?,shirt,query,rel,5,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,object_existence,1
8180820,2405784,Is this airplane white and small?,yes,logical,attr,5,2,1,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
15405128,3494,Is the person to the right of the bottle with the label?,yes,verify,rel,5,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,none,0
18924997,2341659,The jeans are of which color?,black,query,attr,5,2,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
6503462,2329386,Does the motorbike look silver and small?,yes,logical,attr,5,3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
9681008,2353765,Who is wearing a helmet?,man,query,rel,5,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,none,0
5683489,2373169,Which side is the racket on?,right,query,attr,5,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,object_existence,1
15269023,2373262,Does the ground look blue or red?,blue,choose,attr,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
13843200,2409391,What color is that coat?,dark,query,attr,5,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,none,0
5384064,2391491,What do both the curtain and the stove have in common?,color,compare,attr,6,2,2,0,0,2,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,attribute,1
10329849,2342847,What is the animal that the car is behind of called?,bull,query,rel,5,2,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
19900076,2316836,Are there any pots that are not blue?,yes,verify,obj,5,1,1,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
372868,2346104,Does the chair that looks brown and tan look large?,yes,verify,attr,5,2,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,none,0
31051640,2363074,What item of furniture is brown?,sofa,query,cat,5,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,none,0
14863381,2371134,What is the microwave on?,shelf,query,rel,5,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,none,0
19417782,2390215,Which type of material is the tie made of?,metal,query,attr,10,5,4,1,0,2,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,object_existence,1
12341936,2378022,On which side of the image is the person?,left,query,attr,5,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,object_existence,1
7539980,2389882,Do the tank top and the street sign have the same color?,no,compare,attr,5,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,none,0
11283638,2355633,On which side of the photo is the cup?,right,query,attr,5,0,0,0,0,1,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,none,0
4173783,2411136,Is the soda bottle made of the same material as the ring?,no,compare,attr,5,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,none,0
14824867,2390989,Is the shower curtain gray?,yes,verify,attr,5,1,1,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,none,0
151026421,2340073,What kind of device is it?,phone,query,cat,5,3,0,3,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
12290473,2403358,Are there orange skateboards in the image?,no,verify,obj,5,0,0,0,0,4,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
7527860,2333797,Is he on the edge of the step?,yes,verify,rel,5,2,1,1,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
14532198,2351714,Is there any table or chair that is not made of metal?,no,logical,obj,5,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,attribute,1
1217392,2411391,Is the snow full and brown?,yes,logical,attr,5,1,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
19545693,2354614,Where is the bench?,balcony,query,rel,5,3,3,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
14143913,2324284,Who is wearing trousers?,man,query,rel,5,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,object_existence,1
64308,2339845,What's located on top of the soup?,spice,query,rel,5,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,none,0
1827473,2326411,Who is wearing a cap?,woman,query,rel,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,object_existence,1
9885633,2346199,Is the black container to the right or to the left of the person that is wearing trousers?,left,choose,rel,5,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,none,0
19468195,2409283,Where are the bricks?,park,query,rel,5,1,1,0,0,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
1300583,4900,Is the office chair in the bottom part of the photo?,yes,verify,attr,5,3,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
9469469,2001,Are the drawers to the left of the table?,yes,verify,rel,5,0,0,0,0,1,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,none,0
994044,2398539,What is parked by the gray building?,truck,query,rel,5,1,1,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,none,0
11199016,2382178,Are there bells or toolboxes in this image?,no,logical,obj,5,3,3,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
16844801,2405085,Is there a horse in the field?,yes,verify,rel,5,1,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,none,0
18791229,2315632,Is the coat blue?,no,verify,attr,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,none,0
12556340,2379492,The metal fence in front of the building has what color?,black,query,attr,5,0,0,0,0,2,0,0,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
18942870,2330603,What is on the bed?,laptop,query,rel,7,4,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,none,0
869184,2370926,Is the yellow ball to the left of the planes?,yes,verify,rel,5,1,1,0,0,2,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,none,0
16558482,2410578,Where is the person to the right of the person walking?,mall,query,rel,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,object_existence,1
161036595,2368963,Are there shelves to the right of the curtain the dresser is in front of?,yes,verify,rel,5,0,0,0,0,1,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,none,0
3265024,2352815,Are there lamps or chairs?,yes,logical,obj,5,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,none,0
151931,2405545,Are the trousers brown or khaki?,brown,choose,attr,5,2,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,none,0
13339460,2356833,What kind of appliance is to the left of the pillow?,radiator,query,rel,5,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,none,0
18890206,2343903,Which place is it?,beach,query,global,5,2,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
10481180,2347262,What's the man riding on?,snowboard,query,rel,5,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,2,0,0,1,0,0,1,none,0
7514158,2417670,Does the chair have the same material as the floor?,yes,compare,attr,5,3,3,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
3680636,2345079,Is the shirt striped and pink?,yes,logical,attr,5,1,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,none,0
19397640,2361493,What kind of appliance is half full?,refrigerator,query,cat,5,3,2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
15551605,2409592,What are the vehicles that are to the left of the person that is crossing the street?,buses,query,rel,5,1,1,0,0,1,0,0,1,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,none,0
1284137,2362040,Who is on the surf board that is on the ocean?,lady,query,rel,5,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,object_existence,1
6751419,2361523,Are both the bench and the gate made of the same material?,yes,compare,attr,6,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,none,0
2106534,1592132,Is the pine in the top part or in the bottom of the image?,top,choose,attr,5,2,2,0,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
7542632,2345259,Are there laptops or tennis balls in this picture?,no,logical,obj,5,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,2,0,0,2,none,0
8390892,2393431,What kind of furniture is the woman to the right of the can sitting on?,sofa,query,rel,5,1,0,1,0,1,0,0,1,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
4780724,2389455,What kind of appliance is on the counter?,blender,query,rel,5,3,0,3,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
2802172,1669,What kind of device has the same color as the poster on the wall?,keyboard,query,rel,5,2,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,attribute,1
19311589,2336493,Are there both fences and horses in this picture?,yes,logical,obj,5,2,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,none,0
13877211,2318977,Which kind of instrument is on the bed?,guitar,query,rel,5,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
12113965,2387863,On which side is the yellow flag?,right,query,attr,5,0,0,0,0,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,none,0
6665928,2336198,What is the fence around of?,yard,query,rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
1662807,2412131,What is the walking person near the person holding?,surfboard,query,rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
16601356,2416826,On which side is the placemat?,left,query,attr,5,2,2,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
19606149,2404854,Is there a pot near the gravel?,yes,verify,rel,5,0,0,0,0,3,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,none,0
14600148,2390092,Are the green beans on the left side?,no,verify,attr,5,0,0,0,0,4,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
1873649,2409967,On which side of the photo is the shelf?,right,query,attr,5,3,3,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
12103106,2403677,Which room is it?,kitchen,query,global,5,2,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,object_existence,1
11878829,2390370,"Where in this photograph is the large planter, in the top or in the bottom?",bottom,choose,attr,5,0,0,0,0,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,none,0
16908443,1592877,Which kind of vehicle is the bush behind of?,bus,query,rel,5,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,none,0
11948076,2369172,Is the water both choppy and dark?,yes,logical,attr,5,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,object_existence,1
10378670,2401699,What is common to the logo and the switch?,color,compare,attr,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,none,0
16126478,2415614,What is the name of the devices on the table?,laptops,query,rel,5,2,1,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
17348940,2328914,"What makes up the cup that is to the left of the stapler, Styrofoam or glass?",styrofoam,choose,attr,5,3,3,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,spatial,1
141006820,2410601,Is the apple on a plate?,no,verify,rel,5,2,2,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
578089,2360173,What is the food to the right of the plate that contains food?,egg,query,rel,5,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
381612,2356977,Is there a cucumber on top of the cabbage that is to the left of the cauliflower?,no,verify,rel,5,4,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,spatial,1
17891076,2403109,What piece of furniture is in front of the wall?,shelf,query,rel,5,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,none,0
13644996,2315563,What do the pole and the planter have in common?,color,compare,attr,5,1,1,0,0,3,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
10150791,2412502,Are there cabinets in this photo?,no,verify,obj,5,3,2,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
3884252,2316624,What appliance is to the right of the refrigerator?,stove,query,rel,5,2,2,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,attribute,1
133040,2409219,Is the young girl to the right or to the left of the young boy?,left,choose,rel,5,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,spatial,1
1129453,2361386,Is the blanket on the right or on the left side of the picture?,right,choose,attr,5,1,1,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,none,0
21017357,4708,Are there both doors and windows in the scene?,yes,logical,obj,5,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
7937045,2344009,What's the crate made of?,plastic,query,attr,5,2,2,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
6457907,2358919,Is the skater to the left of a truck?,no,verify,rel,5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,object_existence,1
1612634,2354693,Are there any tomatoes that are yellow?,no,verify,obj,5,2,1,1,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
101004377,2359779,Is there a pepper on the pizza?,yes,verify,rel,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
16761847,2364604,What kind of cooking utensil can be seen in the picture?,pizza pan,query,cat,5,1,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,none,0
15884424,2386425,What is this bus in front of?,tree,query,rel,5,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,1,0,0,1,none,0
1927045,2389074,Who is wearing a shirt?,woman,query,rel,5,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,none,0
41037298,2351795,What is on the cake?,icing,query,rel,5,2,1,1,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
13277775,2317358,Does the woman ride on a surfboard?,yes,verify,rel,5,2,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,none,0
4903925,2386929,What is the plate made of?,glass,query,attr,5,3,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,attribute,1
18167221,2375415,What is on the plate to the left of the knife?,salad,query,rel,5,2,2,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
15490974,2380105,Is the large kite striped and curved?,yes,logical,attr,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
143831,2382258,Are both the puddle and the sky the same color?,yes,compare,attr,5,1,1,0,0,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
7983894,2316520,Which kind of clothing is green?,jacket,query,cat,5,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,none,0
4527890,2349159,Do you see either a chair or a plate?,yes,logical,obj,10,7,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,object_existence,1
13103828,2357756,What is this piece of furniture called?,table,query,cat,5,0,0,0,0,1,0,0,1,3,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,none,0
5864157,2346071,What device is to the left of the Xbox controller?,cell phone,query,rel,7,0,0,0,0,1,0,0,1,4,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,none,0
12977355,2322438,What kind of furniture is the phone on?,shelf,query,rel,5,1,1,0,0,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
8820164,2405896,On which side of the image is the green container?,right,query,attr,5,0,0,0,0,3,0,0,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,none,0
7967604,2329320,What animal is to the right of the drawer on the left of the image?,cat,query,rel,5,0,0,0,0,2,1,0,1,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,none,0
13904291,498121,Are there any boys to the left of the man on the right of the image?,no,verify,rel,5,1,1,0,0,1,0,0,1,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,none,0
171017855,2344162,What is the piece of furniture called?,desk,query,cat,5,3,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
8790273,2371049,What color is that boot?,brown,query,attr,5,2,2,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
171014445,2412343,What are the animals to the right of the bell that is to the right of the sculpture?,lions,query,rel,5,2,2,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,spatial,1
12838776,2359174,What is the man wearing?,glasses,query,rel,5,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,none,0
4747045,2362436,What item of furniture is the pizza on?,table,query,rel,5,1,1,0,0,2,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
17194977,2327964,On which side is the elephant?,right,query,attr,5,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,none,0
8511138,2378140,Are there cups or mugs that are made of glass?,no,logical,obj,5,3,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
3150083,1593172,Are both the crate and the canopy the same color?,no,compare,attr,5,2,1,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
1163623,2378434,Where is the elevator?,station,query,rel,5,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
7329844,2409804,"Where in this photo are the stuffed animals, in the top or in the bottom?",top,choose,attr,5,4,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,none,0
4429763,2319924,"Which type of device is not white, the mouse or the computer?",computer mouse,choose,cat,5,0,0,0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0
16774773,2388093,Does the dark water look deep or shallow?,deep,choose,attr,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,object_existence,1
11817373,2360609,Do you think that kite is surfing?,yes,verify,attr,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,object_existence,1
8164647,2356740,"Which seems to be less healthy, the hot dog or the lettuce?",hot dog,compare,attr,5,4,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,object_existence,1
14835926,2397009,What color does the glass have?,red,query,attr,5,0,0,0,0,3,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,none,0
