sample_id,image_id,question,ground_truth,method,prediction,correct
16529302,2414784,Is the tub the same color as the cat?,no,cove_lite,"No, the tub is not the same color as the cat.",1
16529302,2414784,Is the tub the same color as the cat?,no,resample_lite,"No, the tub is not the same color as the cat.",1
021061347,2403478,What is the color of the desk?,black,vanilla,The desk is black.,1
021061347,2403478,What is the color of the desk?,black,self_correct,The desk is black.,1
021061347,2403478,What is the color of the desk?,black,cove_lite,The desk is black.,1
021061347,2403478,What is the color of the desk?,black,resample_lite,The color of the desk is black.,1
11493619,2363920,Is the vehicle tan and large?,no,vanilla,"Yes, the vehicle is tan and large.",0
11493619,2363920,Is the vehicle tan and large?,no,self_correct,"No, the vehicle is not tan and large.",1
11493619,2363920,Is the vehicle tan and large?,no,cove_lite,"Yes, the vehicle is tan and large.",0
11493619,2363920,Is the vehicle tan and large?,no,resample_lite,"Yes, the vehicle is tan and large.",0
01956330,2375919,What are the people in front of the forest wearing?,jeans,vanilla,"The person in front of the forest (the driver) is wearing an orange shirt and blue jeans, and the person behind (the passenger) is wearing a yellow shirt and dark shorts.",1
01956330,2375919,What are the people in front of the forest wearing?,jeans,self_correct,"Corrected: The person in front of the forest (the driver) is wearing an orange shirt and blue jeans, and the person behind (the passenger) is wearing a yellow shirt and dark shorts.",1
01956330,2375919,What are the people in front of the forest wearing?,jeans,cove_lite,"The people in front of the forest are wearing an orange shirt and blue jeans for the driver, and a yellow shirt with dark shorts for the passenger.",1
01956330,2375919,What are the people in front of the forest wearing?,jeans,resample_lite,"The adult is wearing an orange shirt and blue jeans, and the child is wearing a yellow shirt and light-colored shorts.",1
1697991,2366066,Are there any skiers to the left of the people that are skiing?,no,vanilla,"No, there are no skiers to the left of the people that are skiing.",1
1697991,2366066,Are there any skiers to the left of the people that are skiing?,no,self_correct,"No, there are no skiers to the left of the people that are skiing.",1
1697991,2366066,Are there any skiers to the left of the people that are skiing?,no,cove_lite,"No, there are no skiers to the left of the people that are skiing.",1
1697991,2366066,Are there any skiers to the left of the people that are skiing?,no,resample_lite,"No, there are no skiers to the left of the people that are actively skiing.",1
19910432,2318963,What food is to the right of the woman?,pasta,vanilla,The food to the right of the woman is pasta.,1
19910432,2318963,What food is to the right of the woman?,pasta,self_correct,The food to the right of the woman is pasta.,1
19910432,2318963,What food is to the right of the woman?,pasta,cove_lite,The food to the right of the woman is pasta.,1
19910432,2318963,What food is to the right of the woman?,pasta,resample_lite,The food to the right of the woman is a plate of pasta.,1
06974680,2379978,What do you think is on the shelf above the sink?,glass,vanilla,"The shelf above the sink likely holds toiletries or personal care items such as soap, toothbrushes, or other bathroom essentials.",0
06974680,2379978,What do you think is on the shelf above the sink?,glass,self_correct,The shelf above the sink appears to hold glasses and a small container.,1
06974680,2379978,What do you think is on the shelf above the sink?,glass,cove_lite,"The shelf above the sink likely holds toiletries or personal care items such as soap, toothbrushes, or other bathroom essentials.",0
06974680,2379978,What do you think is on the shelf above the sink?,glass,resample_lite,Two glasses are on the shelf above the sink.,1
1370125,2342793,What is located on top of the cabinet by the desk?,printer,vanilla,A printer is located on top of the cabinet by the desk.,1
1370125,2342793,What is located on top of the cabinet by the desk?,printer,self_correct,A printer is not on top of the cabinet by the desk.,1
1370125,2342793,What is located on top of the cabinet by the desk?,printer,cove_lite,A printer is located on top of the cabinet by the desk.,1
1370125,2342793,What is located on top of the cabinet by the desk?,printer,resample_lite,The printer is located on top of the cabinet by the desk.,1
16464458,2386341,What is the black item of furniture called?,shelf,vanilla,The black item of furniture is likely a television or a stereo system.,0
16464458,2386341,What is the black item of furniture called?,shelf,self_correct,The black item of furniture is likely a television or a stereo system.,0
16464458,2386341,What is the black item of furniture called?,shelf,cove_lite,The black item of furniture is likely a television or a stereo system.,0
16464458,2386341,What is the black item of furniture called?,shelf,resample_lite,The black item of furniture is likely a TV stand or a similar piece of furniture used to support electronic devices.,0
00212582,2370908,Of what color is the vehicle the pole is on the side of?,green,vanilla,The question cannot be answered because there is no pole visible in the image.,0
00212582,2370908,Of what color is the vehicle the pole is on the side of?,green,self_correct,The vehicle is green.,1
00212582,2370908,Of what color is the vehicle the pole is on the side of?,green,cove_lite,The vehicle is green.,1
00212582,2370908,Of what color is the vehicle the pole is on the side of?,green,resample_lite,The vehicle the pole is on the side of is green.,1
1796765,2393919,Do you see any maroon ties?,yes,vanilla,"Yes, I see a maroon tie.",1
1796765,2393919,Do you see any maroon ties?,yes,self_correct,"No, there are no maroon ties.",0
1796765,2393919,Do you see any maroon ties?,yes,cove_lite,"Yes, I see a maroon tie.",1
1796765,2393919,Do you see any maroon ties?,yes,resample_lite,"Yes, I see a maroon tie.",1
13628221,2342004,Who is in front of the wall?,man,vanilla,The tennis player is in front of the wall.,0
13628221,2342004,Who is in front of the wall?,man,self_correct,The tennis player is in front of the wall.,0
13628221,2342004,Who is in front of the wall?,man,cove_lite,The tennis player is in front of the wall.,0
13628221,2342004,Who is in front of the wall?,man,resample_lite,The tennis player is in front of the wall.,0
19326711,2341622,What kind of animal is large?,bird,vanilla,The animal in the image that is large is the bird.,1
19326711,2341622,What kind of animal is large?,bird,self_correct,The animal in the image that is large is the bird.,1
19326711,2341622,What kind of animal is large?,bird,cove_lite,The animal in the image that is large is the bird.,1
19326711,2341622,What kind of animal is large?,bird,resample_lite,The animal in the image that is large is a bird.,1
07894112,2379906,The boy is where?,ground,vanilla,The boy is on a beach.,0
07894112,2379906,The boy is where?,ground,self_correct,The boy is on a beach.,0
07894112,2379906,The boy is where?,ground,cove_lite,The boy is on a beach.,0
07894112,2379906,The boy is where?,ground,resample_lite,The boy is on a beach.,0
14974783,2338671,Is the orange to the right of an apple?,no,vanilla,"No, the orange is not to the right of an apple because there is no apple in the image.",1
14974783,2338671,Is the orange to the right of an apple?,no,self_correct,"No, the orange is not to the right of an apple.",1
14974783,2338671,Is the orange to the right of an apple?,no,cove_lite,"No, the orange is not to the right of an apple.",1
14974783,2338671,Is the orange to the right of an apple?,no,resample_lite,"No, the orange is not to the right of an apple because there are no apples in the image.",1
18655716,2328701,What color does the backpack on the right have?,green,vanilla,"The backpack on the right appears to be dark in color, likely black or dark blue.",0
18655716,2328701,What color does the backpack on the right have?,green,self_correct,The backpack on the right is red.,0
18655716,2328701,What color does the backpack on the right have?,green,cove_lite,"The backpack on the right appears to be dark in color, likely black or dark blue.",0
18655716,2328701,What color does the backpack on the right have?,green,resample_lite,The backpack on the right has a red color.,0
07859572,2387426,What vehicle has the same color as the large window?,truck,vanilla,"The vehicle that has the same color as the large window is the train itself, as the window frame is part of the train's design.",0
07859572,2387426,What vehicle has the same color as the large window?,truck,self_correct,The train has the same color as the large window.,0
07859572,2387426,What vehicle has the same color as the large window?,truck,cove_lite,The train itself has the same color as the large window.,0
07859572,2387426,What vehicle has the same color as the large window?,truck,resample_lite,The white side of the train matches the color of the large windows on the building.,0
17206229,2413307,Is the girl that is not sad wearing boots?,no,vanilla,"No, the girl that is not sad is not wearing boots.",1
17206229,2413307,Is the girl that is not sad wearing boots?,no,self_correct,"No, the girl that is not sad is not wearing boots.",1
17206229,2413307,Is the girl that is not sad wearing boots?,no,cove_lite,"No, the girl that is not sad is not wearing boots.",1
17206229,2413307,Is the girl that is not sad wearing boots?,no,resample_lite,"No, the girl who is not sad is not wearing boots.",1
17362266,2322487,Is the field covered with weeds?,yes,vanilla,"Yes, the field is covered with weeds.",1
17362266,2322487,Is the field covered with weeds?,yes,self_correct,"No, the field is not covered with weeds.",0
17362266,2322487,Is the field covered with weeds?,yes,cove_lite,"Yes, the field is covered with weeds.",1
17362266,2322487,Is the field covered with weeds?,yes,resample_lite,"No, the field is not covered with weeds; it has a mixture of grass, wildflowers, and trees.",0
02532956,2407291,What animal is standing in the dirt?,zebra,vanilla,The animal standing in the dirt is a zebra.,1
02532956,2407291,What animal is standing in the dirt?,zebra,self_correct,The animal standing in the dirt is a zebra.,1
02532956,2407291,What animal is standing in the dirt?,zebra,cove_lite,The animal standing in the dirt is a zebra.,1
02532956,2407291,What animal is standing in the dirt?,zebra,resample_lite,The animal standing in the dirt is a zebra.,1
16844708,2405085,What is the fence in front of?,pole,vanilla,The fence is in front of the open area with trees and a car.,0
16844708,2405085,What is the fence in front of?,pole,self_correct,The fence is in front of the open area with trees and a car.,0
16844708,2405085,What is the fence in front of?,pole,cove_lite,The fence is in front of the open area with trees and a car.,0
16844708,2405085,What is the fence in front of?,pole,resample_lite,The fence is in front of a residential area with houses and vehicles.,0
08332189,498265,Is the woman in the bottom part?,yes,vanilla,"Yes, the woman is in the bottom part of the image.",1
08332189,498265,Is the woman in the bottom part?,yes,self_correct,"No, the woman is not in the bottom part.",0
08332189,498265,Is the woman in the bottom part?,yes,cove_lite,"Yes, the woman is in the bottom part of the image.",1
08332189,498265,Is the woman in the bottom part?,yes,resample_lite,"Yes, the woman is in the bottom part of the image.",1
01588791,2387080,On which side of the photo is the cardboard box?,left,vanilla,The cardboard box is on the left side of the photo.,1
01588791,2387080,On which side of the photo is the cardboard box?,left,self_correct,Corrected: The cardboard box is on the right side of the photo.,0
01588791,2387080,On which side of the photo is the cardboard box?,left,cove_lite,The cardboard box is on the left side of the photo.,1
01588791,2387080,On which side of the photo is the cardboard box?,left,resample_lite,The cardboard box is on the left side of the photo.,1
03236221,2411222,Where is the boy?,floor,vanilla,"The boy is in the living room, standing among the other children as they play a video game.",0
03236221,2411222,Where is the boy?,floor,self_correct,The boy is in the living room.,0
03236221,2411222,Where is the boy?,floor,cove_lite,"The boy is in the living room, playing a video game with other children.",0
03236221,2411222,Where is the boy?,floor,resample_lite,"The boy is in the living room, participating in a video game session.",0
14445965,2386698,Is the bowl to the left or to the right of the mug?,right,vanilla,The bowl is to the left of the mug.,0
14445965,2386698,Is the bowl to the left or to the right of the mug?,right,self_correct,The bowl is to the right of the mug.,1
14445965,2386698,Is the bowl to the left or to the right of the mug?,right,cove_lite,The bowl is to the left of the mug.,0
14445965,2386698,Is the bowl to the left or to the right of the mug?,right,resample_lite,The bowl is to the right of the mug.,1
11546518,2380112,What is on the vehicle that is in the snow?,ladder,vanilla,The yellow vehicle (possibly a snowmobile) is on the vehicle (the truck) that is in the snow.,0
11546518,2380112,What is on the vehicle that is in the snow?,ladder,self_correct,The yellow vehicle is being lifted by the crane on the truck.,0
11546518,2380112,What is on the vehicle that is in the snow?,ladder,cove_lite,The yellow vehicle (possibly a snowmobile) is being lifted by the crane attached to the truck.,0
11546518,2380112,What is on the vehicle that is in the snow?,ladder,resample_lite,A yellow vehicle is on the truck in the snow.,0
04119802,2366036,Is the black bag on the right side?,no,vanilla,"No, the black bag is not on the right side. It is on the left side of the image.",1
04119802,2366036,Is the black bag on the right side?,no,self_correct,Corrected: The black bag is on the left side.,0
04119802,2366036,Is the black bag on the right side?,no,cove_lite,The black bag is on the left side.,0
04119802,2366036,Is the black bag on the right side?,no,resample_lite,"No, the black bag is not on the right side.",1
03431,2390911,How big is the giraffe near the other giraffes?,large,vanilla,The giraffe near the other giraffes is the largest among them.,1
03431,2390911,How big is the giraffe near the other giraffes?,large,self_correct,The giraffe near the other giraffes is the smallest among them.,0
03431,2390911,How big is the giraffe near the other giraffes?,large,cove_lite,The giraffe near the other giraffes is the largest among them.,1
03431,2390911,How big is the giraffe near the other giraffes?,large,resample_lite,"The giraffe near the other giraffes is one of the largest in the group, standing taller than the rest.",1
04813497,2373574,Is the orange on a plate?,yes,vanilla,"No, the orange is not on a plate.",0
04813497,2373574,Is the orange on a plate?,yes,self_correct,The orange is not on a plate.,0
04813497,2373574,Is the orange on a plate?,yes,cove_lite,"No, the orange is not on a plate.",0
04813497,2373574,Is the orange on a plate?,yes,resample_lite,"Yes, the orange is on a plate.",1
0450776,2402409,What is leaning against the bench?,bicycle,vanilla,A bicycle is leaning against the bench.,1
0450776,2402409,What is leaning against the bench?,bicycle,self_correct,A bicycle is leaning against the bench.,1
0450776,2402409,What is leaning against the bench?,bicycle,cove_lite,A bicycle is leaning against the bench.,1
0450776,2402409,What is leaning against the bench?,bicycle,resample_lite,A bicycle is leaning against the bench.,1
13629300,2324171,What is the seat on?,bench,vanilla,The seat is on the bench.,1
13629300,2324171,What is the seat on?,bench,self_correct,The seat is on the bench.,1
13629300,2324171,What is the seat on?,bench,cove_lite,The seat is on the bench.,1
13629300,2324171,What is the seat on?,bench,resample_lite,The seat is on a bench.,1
13663536,2333016,Which kind of furniture is the keyboard on?,desk,vanilla,The keyboard is on a desk.,1
13663536,2333016,Which kind of furniture is the keyboard on?,desk,self_correct,The keyboard is on a desk.,1
13663536,2333016,Which kind of furniture is the keyboard on?,desk,cove_lite,The keyboard is on a desk.,1
13663536,2333016,Which kind of furniture is the keyboard on?,desk,resample_lite,The keyboard is on a desk.,1
03539432,2342950,What is the color of the socks the boy is wearing?,red,vanilla,The boy is wearing blue socks.,0
03539432,2342950,What is the color of the socks the boy is wearing?,red,self_correct,The boy is wearing red and white socks.,1
03539432,2342950,What is the color of the socks the boy is wearing?,red,cove_lite,The boy is wearing red socks.,1
03539432,2342950,What is the color of the socks the boy is wearing?,red,resample_lite,The boy is wearing bright red socks.,1
18671112,2405414,What's located on top of the man?,jacket,vanilla,The man is wearing a helmet or hat on top of his head.,0
18671112,2405414,What's located on top of the man?,jacket,self_correct,The man is wearing a helmet or hat on top of his head.,0
18671112,2405414,What's located on top of the man?,jacket,cove_lite,The man is wearing a helmet or hat on top of his head.,0
18671112,2405414,What's located on top of the man?,jacket,resample_lite,There is nothing specifically located on top of the man in the image as described.,0
18492629,2371601,Who is in front of the dark trees?,man,vanilla,The man in the light-colored suit is in front of the dark trees.,1
18492629,2371601,Who is in front of the dark trees?,man,self_correct,The man in the light-colored suit is in front of the dark trees.,1
18492629,2371601,Who is in front of the dark trees?,man,cove_lite,The man in the light-colored suit is in front of the dark trees.,1
18492629,2371601,Who is in front of the dark trees?,man,resample_lite,The man in the white suit is in front of the dark trees.,1
14279279,2321894,What's the pipe on?,motorcycle,vanilla,The pipe is on the motorcycle's exhaust system.,1
14279279,2321894,What's the pipe on?,motorcycle,self_correct,The pipe is on the motorcycle's exhaust system.,1
14279279,2321894,What's the pipe on?,motorcycle,cove_lite,The pipe is on the motorcycle's exhaust system.,1
14279279,2321894,What's the pipe on?,motorcycle,resample_lite,The pipe is on the motorcycle.,1
15340115,2325932,Who is wearing a jacket?,woman,vanilla,The person in the image is wearing a jacket.,0
15340115,2325932,Who is wearing a jacket?,woman,self_correct,The person in the image is wearing a jacket.,0
15340115,2325932,Who is wearing a jacket?,woman,cove_lite,The person in the image is wearing a jacket.,0
15340115,2325932,Who is wearing a jacket?,woman,resample_lite,The person in the image is wearing a jacket.,0
19904701,2368905,On which side is the chair?,left,vanilla,There is no chair in the image.,0
19904701,2368905,On which side is the chair?,left,self_correct,There is no chair in the image.,0
19904701,2368905,On which side is the chair?,left,cove_lite,There is no chair in the image.,0
19904701,2368905,On which side is the chair?,left,resample_lite,"The chair is not visible in the image, so it cannot be determined from the provided context where it is located.",0
13515501,2397987,Is the large device on the left?,yes,vanilla,"Yes, the large device is on the left.",1
13515501,2397987,Is the large device on the left?,yes,self_correct,"No, the large device is not on the left.",0
13515501,2397987,Is the large device on the left?,yes,cove_lite,"Yes, the large device is on the left.",1
13515501,2397987,Is the large device on the left?,yes,resample_lite,"Yes, the large device is on the left.",1
05310359,2414935,Who is sitting?,man,vanilla,"Based on the visible information, it is not possible to definitively determine who is sitting. The image only shows the lower half of a person's body, and there is no clear indication of the person's posture or position.",0
05310359,2414935,Who is sitting?,man,self_correct,The person is sitting.,0
05310359,2414935,Who is sitting?,man,cove_lite,The person appears to be sitting.,0
05310359,2414935,Who is sitting?,man,resample_lite,The person with the bare feet is likely sitting.,0
041029551,2320665,What is full of water?,fountain,vanilla,The fountain in the image is full of water.,1
041029551,2320665,What is full of water?,fountain,self_correct,The fountain in the image is full of water.,1
041029551,2320665,What is full of water?,fountain,cove_lite,The fountain in the image is full of water.,1
041029551,2320665,What is full of water?,fountain,resample_lite,The fountain in the image is full of water.,1
02207917,2393892,Who is holding the teddy bear?,man,vanilla,The person in the image is holding the teddy bear.,0
02207917,2393892,Who is holding the teddy bear?,man,self_correct,The person in the image is holding the teddy bear.,0
02207917,2393892,Who is holding the teddy bear?,man,cove_lite,The person in the image is holding the teddy bear.,0
02207917,2393892,Who is holding the teddy bear?,man,resample_lite,The person in the image is holding the teddy bear.,0
03510424,2373925,What is the vegetable that is to the left of the bag in the top of the photo?,broccoli,vanilla,The vegetable to the left of the bag in the top of the photo is broccoli.,1
03510424,2373925,What is the vegetable that is to the left of the bag in the top of the photo?,broccoli,self_correct,The vegetable to the left of the bag in the top of the photo is broccoli.,1
03510424,2373925,What is the vegetable that is to the left of the bag in the top of the photo?,broccoli,cove_lite,The vegetable to the left of the bag in the top of the photo is broccoli.,1
03510424,2373925,What is the vegetable that is to the left of the bag in the top of the photo?,broccoli,resample_lite,The vegetable to the left of the bag in the top of the photo is broccoli rabe.,1
02921844,2383506,What is the appliance to the right of him?,microwave oven,vanilla,The appliance to the right of him is a refrigerator.,0
02921844,2383506,What is the appliance to the right of him?,microwave oven,self_correct,The appliance to the right of him is a microwave.,0
02921844,2383506,What is the appliance to the right of him?,microwave oven,cove_lite,The appliance to the right of him is a refrigerator.,0
02921844,2383506,What is the appliance to the right of him?,microwave oven,resample_lite,The appliance to the right of him is a microwave.,0
00600980,2396488,Who is riding on a skateboard?,skater,vanilla,The person in the green shirt is riding on a skateboard.,0
00600980,2396488,Who is riding on a skateboard?,skater,self_correct,The person in the green shirt is riding on a skateboard.,0
00600980,2396488,Who is riding on a skateboard?,skater,cove_lite,The person in the green shirt is riding on a skateboard.,0
00600980,2396488,Who is riding on a skateboard?,skater,resample_lite,The person wearing a green shirt is riding on a skateboard.,0
07202148,2387572,What is on the traffic signal?,chain,vanilla,The traffic signal does not have any text or markings on it. It is simply a yellow casing for the traffic lights.,0
07202148,2387572,What is on the traffic signal?,chain,self_correct,The traffic signal has a green light illuminated.,0
07202148,2387572,What is on the traffic signal?,chain,cove_lite,The traffic signal has a green light illuminated.,0
07202148,2387572,What is on the traffic signal?,chain,resample_lite,"A traffic signal is present in the image, although it is partially obscured.",0
1979414,2376384,Do you see both mirrors and towels?,yes,vanilla,"Yes, I see a towel, but I cannot confirm the presence of a full mirror.",1
1979414,2376384,Do you see both mirrors and towels?,yes,self_correct,"No, I do not see a mirror in the image.",0
1979414,2376384,Do you see both mirrors and towels?,yes,cove_lite,"No, I do not see a full mirror in the image.",0
1979414,2376384,Do you see both mirrors and towels?,yes,resample_lite,"Based on the observations and reasoning, I see a towel but cannot definitively confirm the presence of a mirror. The image shows part of a mirror behind some items, but it is not fully visible.",0
11214457,2412272,On which side of the picture is the woman?,right,vanilla,The woman is on the right side of the picture.,1
11214457,2412272,On which side of the picture is the woman?,right,self_correct,The woman is on the left side of the picture.,0
11214457,2412272,On which side of the picture is the woman?,right,cove_lite,The woman is on the right side of the picture.,1
11214457,2412272,On which side of the picture is the woman?,right,resample_lite,The woman is on the right side of the picture.,1
05891651,2384647,Is there a plate in this photo?,yes,vanilla,"No, there is no plate in the photo.",0
05891651,2384647,Is there a plate in this photo?,yes,self_correct,No,0
05891651,2384647,Is there a plate in this photo?,yes,cove_lite,"No, there is no plate in the photo.",0
05891651,2384647,Is there a plate in this photo?,yes,resample_lite,"Yes, there is a plate in the photo, specifically a metal tray used for serving the pizza.",1
15427529,2363939,Is this pillow on a bed?,no,vanilla,"No, the pillow is not on a bed.",1
15427529,2363939,Is this pillow on a bed?,no,self_correct,"No, the pillow is not on a bed.",1
15427529,2363939,Is this pillow on a bed?,no,cove_lite,"No, the pillow is not on a bed.",1
15427529,2363939,Is this pillow on a bed?,no,resample_lite,"No, the pillow is not on a bed.",1
00736977,2338149,On which side is the bear?,left,vanilla,The bear is on the left side.,1
00736977,2338149,On which side is the bear?,left,self_correct,The bear is on the right side.,0
00736977,2338149,On which side is the bear?,left,cove_lite,The bear is on the left side.,1
00736977,2338149,On which side is the bear?,left,resample_lite,The bear is on the left side of the image.,1
0292525,2408312,What is on the post?,wire,vanilla,The post has two signs: one indicating a right direction and another indicating no entry.,0
0292525,2408312,What is on the post?,wire,self_correct,The post has two signs: one indicating a left direction and another indicating no entry.,0
0292525,2408312,What is on the post?,wire,cove_lite,The post has two signs: one indicating a right direction and another indicating no entry.,0
0292525,2408312,What is on the post?,wire,resample_lite,The post has traffic signs indicating direction and prohibition.,0
1173487,2354443,Where is that tree?,beach,vanilla,There is no tree in the image.,0
1173487,2354443,Where is that tree?,beach,self_correct,There is no tree in the image.,0
1173487,2354443,Where is that tree?,beach,cove_lite,There is no tree in the image.,0
1173487,2354443,Where is that tree?,beach,resample_lite,"Based on the image provided, it is not possible to definitively identify the presence of a specific tree due to the limited visibility and the angle of the photo. The greenery could be any type of vegetation.",0
01650140,2384793,Is the book in front of a remote control?,no,vanilla,"No, the book is not in front of a remote control.",1
01650140,2384793,Is the book in front of a remote control?,no,self_correct,"No, the book is not in front of a remote control.",1
01650140,2384793,Is the book in front of a remote control?,no,cove_lite,"No, the book is not in front of a remote control.",1
01650140,2384793,Is the book in front of a remote control?,no,resample_lite,"No, the book is not in front of a remote control.",1
04986662,2380178,What is the vehicle in the grass called?,bus,vanilla,The vehicle in the grass is a bus.,1
04986662,2380178,What is the vehicle in the grass called?,bus,self_correct,The vehicle in the grass is a bus.,1
04986662,2380178,What is the vehicle in the grass called?,bus,cove_lite,The vehicle in the grass is a bus.,1
04986662,2380178,What is the vehicle in the grass called?,bus,resample_lite,The vehicle in the grass is a bus.,1
10338521,2344193,What is in front of the horse?,gate,vanilla,The person in the wheelchair and the two small dogs are in front of the horse.,0
10338521,2344193,What is in front of the horse?,gate,self_correct,The person in the wheelchair and the two small dogs are in front of the horse.,0
10338521,2344193,What is in front of the horse?,gate,cove_lite,The person in the wheelchair and the two small dogs are in front of the horse.,0
10338521,2344193,What is in front of the horse?,gate,resample_lite,The person in the wheelchair and the two small white dogs are in front of the horse.,0
19757872,2385218,Is the person to the left of the woman carrying an umbrella?,no,vanilla,"No, the person to the left of the woman is not carrying an umbrella.",1
19757872,2385218,Is the person to the left of the woman carrying an umbrella?,no,self_correct,"No, the person to the left of the woman is not carrying an umbrella.",1
19757872,2385218,Is the person to the left of the woman carrying an umbrella?,no,cove_lite,"No, the person to the left of the woman is not carrying an umbrella.",1
19757872,2385218,Is the person to the left of the woman carrying an umbrella?,no,resample_lite,"No, the person to the left of the woman is not carrying an umbrella.",1
00289920,2395760,Does the shirt look brown?,yes,vanilla,"No, the shirt does not look brown.",0
00289920,2395760,Does the shirt look brown?,yes,self_correct,The shirt looks gray.,0
00289920,2395760,Does the shirt look brown?,yes,cove_lite,The shirt looks light gray or off-white.,0
00289920,2395760,Does the shirt look brown?,yes,resample_lite,"No, the shirt does not look brown.",0
16710724,1074,What is the bike in front of?,steps,vanilla,The bike is in front of the porch steps.,1
16710724,1074,What is the bike in front of?,steps,self_correct,The bike is in front of the house.,0
16710724,1074,What is the bike in front of?,steps,cove_lite,The bike is not visible in the image.,0
16710724,1074,What is the bike in front of?,steps,resample_lite,The bike is in front of the house's entrance.,0
15225219,2330610,Is the woman wearing a skirt?,no,vanilla,There is not enough information in the image to determine if the woman is wearing a skirt.,1
15225219,2330610,Is the woman wearing a skirt?,no,self_correct,"No, the woman is not wearing a skirt.",1
15225219,2330610,Is the woman wearing a skirt?,no,cove_lite,The woman is not wearing a skirt.,1
15225219,2330610,Is the woman wearing a skirt?,no,resample_lite,"No, the woman is not wearing a skirt.",1
021010741,498188,"Which color is the knife, red or black?",red,vanilla,The knife is red.,1
021010741,498188,"Which color is the knife, red or black?",red,self_correct,The knife is red.,1
021010741,498188,"Which color is the knife, red or black?",red,cove_lite,The knife is red.,1
021010741,498188,"Which color is the knife, red or black?",red,resample_lite,The knife is red.,1
19358398,1159380,Is the lamp on the left side?,yes,vanilla,"Yes, the lamp is on the left side.",1
19358398,1159380,Is the lamp on the left side?,yes,self_correct,"No, the lamp is not on the left side.",0
19358398,1159380,Is the lamp on the left side?,yes,cove_lite,"Yes, the lamp is on the left side.",1
19358398,1159380,Is the lamp on the left side?,yes,resample_lite,"No, the lamp is not on the left side; it is in the middle-left section of the image.",0
13339719,2356833,Does the person that is to the right of the console appear to be driving or playing?,playing,vanilla,The person appears to be playing.,1
13339719,2356833,Does the person that is to the right of the console appear to be driving or playing?,playing,self_correct,The person appears to be playing.,1
13339719,2356833,Does the person that is to the right of the console appear to be driving or playing?,playing,cove_lite,The person appears to be playing.,1
13339719,2356833,Does the person that is to the right of the console appear to be driving or playing?,playing,resample_lite,"The person appears to be playing, not driving.",1
00889726,2403039,"In which part of the photo is the sheep, the bottom or the top?",top,vanilla,The sheep is in the bottom part of the photo.,0
00889726,2403039,"In which part of the photo is the sheep, the bottom or the top?",top,self_correct,The sheep is in the top part of the photo.,1
00889726,2403039,"In which part of the photo is the sheep, the bottom or the top?",top,cove_lite,The sheep is in the bottom part of the photo.,0
00889726,2403039,"In which part of the photo is the sheep, the bottom or the top?",top,resample_lite,The sheep is in the top part of the photo.,1
12639700,2323162,How large are the towers?,large,vanilla,"The towers in the image are very large, likely several stories high, as they tower over the people and benches in the foreground.",1
12639700,2323162,How large are the towers?,large,self_correct,The towers are large but not as tall as initially thought.,1
12639700,2323162,How large are the towers?,large,cove_lite,"The towers in the image are very large, likely several stories high, as they tower over the people and benches in the foreground.",1
12639700,2323162,How large are the towers?,large,resample_lite,"The towers in the image are large, appearing to be several stories high, likely around 100 feet or more, given their prominence in the scene.",1
16275129,2380483,Do you see any speaker there?,yes,vanilla,"No, I do not see any speaker in the image.",0
16275129,2380483,Do you see any speaker there?,yes,self_correct,"No, I do not see any speaker in the image.",0
16275129,2380483,Do you see any speaker there?,yes,cove_lite,"No, I do not see any speaker in the image.",0
16275129,2380483,Do you see any speaker there?,yes,resample_lite,"Yes, there is a speaker visible in the image.",1
17297249,2398522,What is in front of the bushes?,bench,vanilla,The paved area or path is in front of the bushes.,0
17297249,2398522,What is in front of the bushes?,bench,self_correct,The bench is in front of the bushes.,1
17297249,2398522,What is in front of the bushes?,bench,cove_lite,The paved area or path is in front of the bushes.,0
17297249,2398522,What is in front of the bushes?,bench,resample_lite,The bench is in front of the bushes.,1
13178406,2370684,What kind of sign do you think is above the snow on the ground?,street sign,vanilla,"The sign above the snow on the ground is a street sign indicating ""Cathedral Parkway.""",0
13178406,2370684,What kind of sign do you think is above the snow on the ground?,street sign,self_correct,"The sign above the snow on the ground is a street sign indicating ""Cathedral Parkway.""",0
13178406,2370684,What kind of sign do you think is above the snow on the ground?,street sign,cove_lite,"The sign above the snow on the ground is a street sign indicating ""Cathedral Parkway.""",0
13178406,2370684,What kind of sign do you think is above the snow on the ground?,street sign,resample_lite,The sign above the snow on the ground looks like a traditional street name sign.,0
1925086,2366862,Does the animal next to the bath tub look large?,no,vanilla,"No, the animal next to the bath tub does not look large.",1
1925086,2366862,Does the animal next to the bath tub look large?,no,self_correct,The animal next to the bathtub looks small.,0
1925086,2366862,Does the animal next to the bath tub look large?,no,cove_lite,The animal next to the bath tub looks small.,0
1925086,2366862,Does the animal next to the bath tub look large?,no,resample_lite,"No, the animal next to the bathtub does not look particularly large; it appears to be an average-sized cat.",1
06459412,2379466,"What are these guys at, a table or a sofa?",table,vanilla,These guys are at a table.,1
06459412,2379466,"What are these guys at, a table or a sofa?",table,self_correct,These guys are at a table.,1
06459412,2379466,"What are these guys at, a table or a sofa?",table,cove_lite,These guys are at a table.,1
06459412,2379466,"What are these guys at, a table or a sofa?",table,resample_lite,These guys are at a table.,1
05973184,2316019,What food is it?,biscuit,vanilla,"The food in the image includes oatmeal, bread, a banana, and a beverage (possibly coffee or tea).",0
